,time,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z,linacce_x,linacce_y,linacce_z,grav_x,grav_y,grav_z,magnet_x,magnet_y,magnet_z,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,rv_w,rv_x,rv_y,rv_z
0,4604226689089.0,0.013809,-0.019501,-0.024048,0.2672974259214685,10.052012907586763,1.4011247593936949,-0.005675,0.076715,0.035175,0.265239,9.71161,1.335918,-19.465769490940787,-44.767497632315944,-3.545384282125193,0.010154,0.015623,-0.007935,0.75824,0.651962,-0.003358,0.002413,0.5804910000000001,0.49449800000000005,-0.43284900000000004,-0.480774
1,4604231602419.0,0.015945,-0.018433,-0.02298,0.2697731427182786,10.046820286497345,1.3885914295980526,0.00010299999999999979,0.049232,0.0006670000000000009,0.264254,9.71175,1.335084,-19.462736579009487,-44.77356370463532,-3.900615116962795,0.010244,0.015746,-0.00794,0.758215,0.651992,-0.003353,0.002341,0.5804229999999999,0.4945249999999998,-0.43286799999999986,-0.48081099999999993
2,4604236546267.0,0.018066,-0.020569,-0.019791,0.27835468527046137,10.022559388722915,1.3683084073401932,0.012221,0.026703,-0.007324,0.263533,9.711905,1.334101,-19.630844052897384,-44.77624186064876,-4.018168674682166,0.010335,0.015869,-0.007943,0.758187,0.652025,-0.003354,0.002271,0.580355,0.494548,-0.43289900000000003,-0.480841
3,4604241490114.0,0.020203,-0.021637,-0.018723,0.26910890933861825,10.00763026001189,1.3813228680634737,-0.011456999999999998,0.016832,0.022838,0.262679,9.712043,1.333268,-20.007625086132926,-44.774743606260344,-3.843261220287553,0.010426,0.015992,-0.007944,0.758155,0.652062,-0.00336,0.002203,0.5802870000000001,0.494569,-0.43292500000000006,-0.480879
4,4604246433962.0,0.023392,-0.023758,-0.017654,0.2617439630033124,10.006989111155926,1.3986230185812751,-0.005315,0.022443,0.032131,0.261939,9.712189,1.332348,-20.384406195580578,-44.773245351568875,-3.6683537305141236,0.010518,0.016115,-0.007945,0.758119,0.652105,-0.003371,0.002135,0.5802170000000001,0.4945880000000001,-0.43295800000000007,-0.4809150000000001
5,4604251377810.0,0.023392,-0.023758,-0.016602,0.2726313149269557,9.994417610913807,1.3960064999192936,0.010227,-0.0040399999999999985,0.022357,0.261382,9.712337,1.331377,-20.761187305028233,-44.7717470968774,-3.493446240740694,0.01061,0.016237,-0.007945,0.75808,0.65215,-0.003386,0.002067,0.5801500000000003,0.4946030000000001,-0.43299700000000013,-0.48094400000000004
6,4604256321657.0,0.023392,-0.025894,-0.015533,0.27385640811315565,9.975982167655674,1.3673642995922002,0.0018309999999999993,-0.016652,-0.018201000000000005,0.260825,9.712529,1.330093,-20.858666132016875,-44.83500983975595,-3.319244011845584,0.010702,0.016358,-0.007945,0.758041,0.652195,-0.003404,0.001999,0.5800719999999999,0.494626,-0.43304699999999996,-0.48096999999999995
7,4604261234988.0,0.026596,-0.02803,-0.014465,0.2638789981206229,9.964470998120623,1.342673426481836,-0.00835,-0.027392,-0.028596999999999997,0.260257,9.712749,1.328589,-20.495946557364167,-45.00444745639121,-3.1472775108970708,0.010795,0.016478,-0.007944,0.758,0.652243,-0.003428,0.001931,0.5799870000000003,0.4946530000000002,-0.4331040000000001,-0.4809930000000001
8,4604266148318.0,0.02446,-0.030151,-0.013397,0.25652428543568506,9.956776285401086,1.3221502841481674,-0.01258,-0.032686,-0.053836,0.25972,9.712983,1.326987,-20.133227056535016,-45.17388503854119,-2.9753110449485405,0.010887,0.016598,-0.007944,0.757957,0.652292,-0.003458,0.001861,0.5798969999999998,0.4946809999999998,-0.43316599999999994,-0.4810169999999998
9,4604271092165.0,0.02446,-0.032288,-0.012329,0.26478079488362,9.959968777024047,1.3157672029967755,0.005722,-0.023091,-0.043235,0.259393,9.713202,1.325449,-19.768254682195067,-45.344375008113644,-2.8022764845220594,0.010981,0.01672,-0.007944,0.757917,0.65234,-0.003493,0.001789,0.579811,0.4946989999999999,-0.43323599999999995,-0.4810389999999999
10,4604276036013.0,0.020203,-0.032288,-0.010208,0.2768974445027436,9.96370842592147,1.319595,0.013676,-0.023638,-0.041844,0.259232,9.713387,1.324127,-19.529154913988243,-45.455277790886534,-2.628451329806079,0.011074,0.016843,-0.007945,0.757879,0.652383,-0.003533,0.001718,0.579734,0.49470700000000006,-0.433305,-0.4810619999999999
11,4604280979861.0,0.016998,-0.031219,-0.010208,0.26783496029792186,9.977198910366765,1.2886650303771536,-0.007528,0.00017400000000000054,-0.094052,0.258887,9.713615,1.322516,-19.919418240039345,-45.268244611868774,-2.4506733805614096,0.011169,0.016967,-0.007947,0.757848,0.652419,-0.003574,0.001651,0.5796470000000001,0.494729,-0.433375,-0.481081
12,4604285923708.0,0.013809,-0.031219,-0.010208,0.2572851296117923,10.009041463245431,1.2770607038517365,-0.009534,0.037457,-0.072956,0.258517,9.713805,1.321187,-20.309681487151263,-45.081211470682504,-2.2728954672761685,0.011263,0.017092,-0.007949,0.757822,0.652449,-0.003614,0.001584,0.579567,0.4947429999999999,-0.43343700000000007,-0.48110699999999995
13,4604290867556.0,0.01062,-0.02803,-0.010208,0.24664435172622623,10.014107481338018,1.2762005369159812,-0.025771,0.018071,-0.087816,0.257998,9.713991,1.319918,-20.699944813202364,-44.89417829166474,-2.0951175180314987,0.011358,0.01722,-0.00795,0.757801,0.652474,-0.00365,0.001519,0.5794880000000002,0.4947630000000001,-0.4334890000000001,-0.4811340000000002
14,4604295811404.0,0.009552,-0.031219,-0.012329,0.2333174986683447,10.005951,1.2772189831827319,-0.035843,0.017841,-0.072927,0.257315,9.71416,1.318816,-21.008379731437252,-44.67247606206189,-2.0661258410932,0.011453,0.017349,-0.007951,0.757783,0.652494,-0.003685,0.001453,0.5794070000000001,0.494778,-0.43353600000000003,-0.48117400000000005
15,4604300755251.0,0.004227,-0.029099,-0.010208,0.22288664807190672,10.01831942608733,1.3016339261680374,-0.04533,0.03901700000000001,-0.040025,0.256637,9.714259,1.318213,-21.008754863405375,-44.320255168270194,-2.5972704257146955,0.011547,0.017481,-0.007952,0.757771,0.652508,-0.003721,0.001386,0.579341,0.4947809999999999,-0.4335689999999999,-0.4812219999999999
16,4604305668581.0,0.0010219999999999995,-0.024826,-0.00914,0.20863771479017285,10.032963428293234,1.326681856568763,-0.061876,0.048161,-0.020030000000000003,0.255847,9.71432,1.317922,-21.009127679787625,-43.97020843662709,-3.1251364017366736,0.011638,0.017622,-0.007947,0.757767,0.652513,-0.003759,0.001329,0.579286,0.49478200000000006,-0.433585,-0.48127200000000003
17,4604310612429.0,-0.0043029999999999995,-0.022705,-0.010208,0.201202,10.049441037198555,1.3509551483544802,-0.061012,0.069156,0.007268,0.254992,9.71432,1.318084,-21.009502811831627,-43.61798747159109,-3.656281093793651,0.011729,0.017765,-0.00794,0.75777,0.65251,-0.003792,0.001277,0.579243,0.494773,-0.4335849999999999,-0.48133200000000004
18,4604315556277.0,-0.003235,-0.018433,-0.010208,0.201202,10.032160901709338,1.389140487177698,-0.060126,0.022875,0.05277000000000001,0.254124,9.714271,1.318617,-20.983225821446965,-43.411000976856066,-4.090372322196979,0.011819,0.017908,-0.007932,0.757776,0.652503,-0.003816,0.001229,0.5792150000000001,0.4947580000000001,-0.433571,-0.481395
19,4604320500124.0,-0.002167,-0.016312,-0.011276,0.19913475923228222,9.997066610909355,1.4032752591875801,-0.062752,-0.004024,0.042758,0.253176,9.714237,1.31905,-20.787344523796147,-44.12823331986226,-3.906850886887045,0.011908,0.018051,-0.007922,0.75778,0.652498,-0.003834,0.001185,0.5791849999999998,0.49474999999999997,-0.43355399999999994,-0.481454
20,4604325443972.0,-0.001099,-0.013107,-0.015533,0.18179846275674333,9.9845620925791,1.4129439075867625,-0.088853,-0.005788,0.066106,0.251789,9.714195,1.319625,-20.591463186524102,-44.845465807944215,-3.723329414455931,0.011995,0.018193,-0.007912,0.757782,0.652495,-0.003842,0.00114,0.579151,0.49475199999999997,-0.43351900000000004,-0.48152399999999995
21,4604330357302.0,-4.6000000000000034e-05,-0.012054,-0.014465,0.17554999972137025,9.973881286218715,1.420063285870886,-0.077985,-0.022963000000000004,0.060227,0.250543,9.71416,1.320123,-20.396791009940422,-45.558270874092635,-3.540940806201801,0.012079,0.018332,-0.007901,0.757783,0.652494,-0.003844,0.001096,0.579121,0.4947539999999999,-0.43348700000000007,-0.48158700000000004
22,4604335301150.0,0.0031590000000000003,-0.012054,-0.014465,0.1655629072234826,9.940675240404438,1.4105371665724755,-0.101054,-0.06732800000000001,0.047426,0.249115,9.714157,1.320413,-20.211875236603323,-46.23549054042976,-3.3578562855351324,0.012163,0.01847,-0.00789,0.75778,0.652498,-0.003841,0.001051,0.579081,0.49476700000000007,-0.43345600000000006,-0.48165100000000005
23,4604340244997.0,0.005295,-0.00885,-0.014465,0.14788759358167838,9.915020315710215,1.4275192191615151,-0.112031,-0.078109,0.08588700000000002,0.247576,9.714127,1.320925,-20.213373490917355,-46.2324942772562,-3.182199958121901,0.012244,0.018606,-0.00788,0.757772,0.652508,-0.003836,0.001009,0.579048,0.4947790000000001,-0.43341200000000013,-0.481717
24,4604345188845.0,0.003159,-0.00885,-0.015533,0.1504421667698926,9.894027888678211,1.425880647910494,-0.096732,-0.105386,0.053878,0.246118,9.71411,1.321313,-20.21487174553444,-46.22949801347659,-3.0065435951783774,0.012322,0.018741,-0.007872,0.757764,0.652517,-0.003827,0.000969,0.579014,0.49479199999999995,-0.43337300000000006,-0.48177900000000007
25,4604350132693.0,0.00209,-0.00885,-0.016602,0.1659290371625503,9.883074722235595,1.4309219261680375,-0.078557,-0.102772,0.085591,0.244755,9.714051,1.322003,-20.216370000151528,-46.22650174969697,-2.830887232234854,0.012398,0.018872,-0.007865,0.757758,0.652523,-0.003816,0.000926,0.578989,0.49479499999999993,-0.43332999999999994,-0.48184499999999997
26,4604355046023.0,0.003159,-0.007782,-0.016602,0.17956099966947062,9.886232714163713,1.4422892858362861,-0.065873,-0.097795,0.08088,0.243493,9.714002,1.3226,-20.217859006156115,-46.22352398162718,-2.6563151827419684,0.012471,0.019001,-0.00786,0.757753,0.65253,-0.003803,0.000884,0.5789659999999998,0.49479799999999985,-0.43329099999999987,-0.48190499999999986
27,4604359989870.0,0.003159,-0.010986,-0.015533,0.20126886806347366,9.883905130194968,1.4824144757370121,-0.035554,-0.104147,0.152794,0.242545,9.713864,1.323777,-20.403127013068847,-45.877492850757775,-2.655941933902096,0.012543,0.019128,-0.007858,0.757747,0.652537,-0.003793,0.00084,0.57896,0.4947730000000001,-0.4332500000000001,-0.481974
28,4604364964236.0,0.004227,-0.012054,-0.016602,0.2054799240960404,9.876707998858949,1.5504506298206908,-0.04876,-0.11044,0.215251,0.24144,9.71367,1.325408,-20.59421981009269,-45.520587610086665,-2.660031309671409,0.012614,0.019251,-0.007857,0.75774,0.652545,-0.003787,0.000793,0.5789609999999997,0.49473699999999987,-0.4331949999999999,-0.48205999999999993
29,4604369877566.0,0.007416,-0.010986,-0.016602,0.20760657226350107,9.883586286723203,1.5809868574915877,-0.03338,-0.092384,0.219778,0.240459,9.71349,1.326907,-20.782967878168332,-45.168061634686666,-2.6640705083649996,0.012683,0.019367,-0.007859,0.75773,0.652557,-0.003781,0.000746,0.5789619999999999,0.4947039999999999,-0.4331449999999999,-0.4821369999999998
30,4604374790896.0,0.008484,-0.00885,-0.016602,0.20897314310070766,9.8913619999827,1.5869752855403565,-0.04066,-0.091101,0.224302,0.239404,9.713313,1.328393,-20.97171594624397,-44.81553565928667,-2.6681097070585897,0.012752,0.019477,-0.007862,0.757716,0.652573,-0.003771,0.000701,0.5789649999999997,0.49467499999999975,-0.43309099999999995,-0.4822129999999999
31,4604379734743.0,0.011673,-0.00885,-0.015533,0.22943727448179527,9.898834832344326,1.614617422489612,0.001931000000000009,-0.07797,0.266336,0.23874,9.713102,1.330045,-20.840616976152898,-45.0602221967792,-2.516686610155589,0.01282,0.019581,-0.007866,0.757698,0.652594,-0.00376,0.000659,0.5789800000000003,0.494631,-0.4330440000000001,-0.4822820000000002
32,4604384648073.0,0.015945,-0.006714,-0.013397,0.2554977138677842,9.923006570471147,1.6267285717590718,0.016776,-0.044787,0.253627,0.238283,9.712934,1.331361,-20.649334716276435,-45.41728259546972,-2.336656161165436,0.012887,0.019678,-0.007872,0.757675,0.652621,-0.00375,0.000621,0.578994,0.494594,-0.43300799999999995,-0.4823349999999999
33,4604389591921.0,0.020203,-0.004593,-0.013397,0.2465386109138064,9.939177055582412,1.6136138702627993,-0.008856,-0.04101,0.238269,0.2376,9.712816,1.332343,-20.456864351386283,-45.77656079130541,-2.1555074951529622,0.012955,0.019767,-0.007878,0.757645,0.652656,-0.003737,0.000589,0.5789960000000002,0.49457500000000015,-0.43297200000000013,-0.4823830000000001
34,4604394535769.0,0.02446,-0.005661,-0.013397,0.24322198158458755,9.929360296148264,1.6160827038157322,0.005483999999999999,-0.060444,0.252316,0.237043,9.712705,1.333253,-20.26439398649613,-46.13583898714109,-1.9743588291404883,0.01302,0.019847,-0.007883,0.757608,0.652699,-0.003724,0.000558,0.578999,0.494554,-0.432942,-0.48242799999999997
35,4604399449099.0,0.028717,-0.007782,-0.011276,0.2555799996694706,9.917866285870886,1.607402286480045,0.017208,-0.065487,0.225502,0.236704,9.712645,1.333755,-20.224882595850357,-46.071940389114914,-2.0759371428352096,0.013076,0.019916,-0.00789,0.757563,0.652751,-0.003722,0.00053,0.578994,0.494538,-0.43293100000000007,-0.482461
36,4604404392947.0,0.029785,-0.007782,-0.013397,0.26835355725692966,9.952672470954502,1.5968073334824076,0.031316,-0.0010450000000000043,0.226285,0.236362,9.712601,1.334133,-20.226009702278375,-45.89424730906553,-2.254005925027266,0.013127,0.019974,-0.007896,0.757514,0.652808,-0.003722,0.000501,0.5789849999999999,0.4945260000000001,-0.432923,-0.482492
37,4604409336794.0,0.03299,-0.007782,-0.012329,0.2759324815038812,9.964748610909355,1.5691408514841072,0.034572,-0.02798,0.177345,0.236104,9.712626,1.333993,-20.227136808478416,-45.716554264958404,-2.4320746712010672,0.013175,0.020021,-0.007901,0.757461,0.65287,-0.003722,0.000471,0.5789640000000001,0.4945260000000001,-0.4329310000000001,-0.48250900000000013
