,time,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z,linacce_x,linacce_y,linacce_z,grav_x,grav_y,grav_z,magnet_x,magnet_y,magnet_z,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,rv_w,rv_x,rv_y,rv_z
0,341889012633074.0,-0.014877,-0.016449,0.003601,-0.04931955549725639,10.096506018778692,-0.05698624073171343,-0.015542999999999998,-0.0039010000000000017,-0.027756,-0.029533,9.806566,-0.02784,-10.913164207613274,-34.375,1.3543992330132975,-0.019234,-0.013601,0.101959,0.709826,0.703622,0.02587,0.019833,0.661944,0.664565,-0.24448400000000003,-0.24578599999999998
1,341889017576922.0,-0.015945,-0.015381,-0.0006560000000000003,-0.052531074159237905,10.110947240736163,-0.05098083326166177,-0.026652,-0.004476,-0.018831,-0.029784,9.806567,-0.027218,-11.854670906639939,-34.375,1.528821867160318,-0.019219,-0.013514,0.102022,0.709853,0.703596,0.025843,0.01981,0.661953,0.6645379999999999,-0.244493,-0.245827
2,341889022490252.0,-0.018066,-0.013245,-0.000656,-0.05703300001729988,10.111036142839378,-0.03938085752575138,-0.025806,-0.003836,-0.006506999999999999,-0.030028,9.806569,-0.026399,-12.790365755981725,-34.375,1.7021678035713041,-0.019204,-0.013427,0.102084,0.709883,0.703568,0.025824,0.019787,0.661969,0.6645059999999999,-0.24449599999999996,-0.245867
3,341889027434100.0,-0.018066,-0.014313,0.0014650000000000002,-0.05471936992710333,10.103387831630105,-0.022051719706131682,-0.022105,-0.01747,0.012834000000000002,-0.030139,9.806571,-0.025417,-12.170354458813291,-34.20653188762993,1.7140522533148317,-0.019189,-0.013338,0.102147,0.709915,0.703537,0.025803,0.019766,0.6619919999999999,0.664465,-0.24450399999999997,-0.24590699999999996
4,341889032377947.0,-0.015945,-0.014313,0.001465,-0.07105316689975097,10.103361926002174,-0.0051388702627993416,-0.052845,-0.007234000000000001,0.026173,-0.0305,9.806572,-0.024429,-11.425421858983231,-34.02458636160057,1.7129336471120618,-0.019174,-0.013249,0.102209,0.709945,0.703508,0.025779,0.019746,0.6620130000000001,0.664427,-0.24450300000000005,-0.24595500000000003
5,341889037321795.0,-0.014877,-0.011124,0.002533,-0.08499675926828656,10.110788963003312,0.011628370509368413,-0.053725,-0.0018340000000000006,0.043616,-0.030817,9.806575,-0.02335,-10.680489108474438,-33.84264079876879,1.7118150406830295,-0.01916,-0.01316,0.102271,0.709973,0.703481,0.025757,0.01973,0.6620380000000001,0.664388,-0.244498,-0.24599800000000002
6,341889042265643.0,-0.013809,-0.011124,0.002533,-0.08860253770292649,10.12270965022097,0.013004924520722425,-0.058743,0.014809999999999999,0.031293,-0.031173,9.806576,-0.022424,-9.935556357965645,-33.66069523593701,1.7106964342539972,-0.019147,-0.013071,0.102334,0.709998,0.703457,0.025736,0.019716,0.662058,0.6643539999999999,-0.24449299999999996,-0.24603999999999998
7,341889047209490.0,-0.012741,-0.007919,0.001465,-0.09742250008515634,10.12194240730419,0.010221629656494294,-0.069598,0.0010199999999999983,0.033955,-0.03167,9.806575,-0.021528,-9.959915253883008,-34.081817110084764,1.569763234830368,-0.019135,-0.012982,0.102396,0.710023,0.703433,0.02572,0.019705,0.662077,0.664325,-0.24447799999999997,-0.24608199999999994
8,341889052153338.0,-0.011688,-0.00473,0.002533,-0.10467338892033089,10.133260055779829,0.031686018778692225,-0.073304,0.030699,0.067531,-0.032144,9.806577,-0.02041,-10.138132372961921,-34.62355248601755,1.400867102961654,-0.019124,-0.012894,0.102459,0.710045,0.703411,0.025708,0.019698,0.662106,0.6642900000000002,-0.24445700000000012,-0.2461200000000001
9,341889057097186.0,-0.01062,-0.00047300000000000033,0.002533,-0.09615062740958609,10.146352574147622,0.039943313407757156,-0.055009,0.031032,0.055153,-0.032469,9.806578,-0.019445,-10.316349492040835,-35.16528786195034,1.2319709710929398,-0.019114,-0.012806,0.102522,0.710066,0.70339,0.025702,0.019699,0.662134,0.6642610000000001,-0.24443399999999998,-0.246144
